,周数,中位数,众数,移动平均值,实际收益值
0,0,-0.007620814039173495,-0.08972633467922836,0.026371239315258765,-0.04278782531980602
1,1,-0.01618224243771315,-0.08972633467922836,0.016174315190357814,-0.14700460829493078
2,2,-0.020419887366475063,-0.14700460829493078,0.0017349509666088475,-0.10913019989195046
3,3,-0.02995789185124595,-0.14700460829493078,-0.033209482635151645,-0.0175864160097028
4,4,-0.029271827339291297,-0.14700460829493078,-0.03285752904827895,-0.07530864197530858
5,5,-0.031260824087163214,-0.14700460829493078,-0.03650741006340359,-0.02603471295060084
6,6,-0.022884267902560623,-0.14700460829493078,-0.030138247890540835,0.037697052775873936
7,7,-0.022884267902560623,-0.14700460829493078,-0.03376134695006532,-0.038969616908850715
8,8,-0.032502164929725776,-0.14700460829493078,-0.03568492635549835,0.09896907216494842
9,9,-0.032502164929725776,-0.14700460829493078,-0.03327865584312337,0.013133208255159417
10,10,-0.032502164929725776,-0.14700460829493078,-0.030702268815516836,0.07592592592592595
11,11,-0.02181056448015182,-0.14700460829493078,-0.01883089369094364,0.022948938611589132
12,12,-0.0022266038772716925,-0.10913019989195046,-0.0018355390002916523,0.006169377453729837
13,13,0.009651292854444627,-0.07530864197530858,0.009694418734276376,-0.03901895206243048
14,14,0.009651292854444627,-0.07530864197530858,0.007551165129003609,0.051044083526682285
15,15,0.018041073433374275,-0.03901895206243048,0.020186437679202696,-0.043598233995585135
16,16,0.018041073433374275,-0.043598233995585135,0.018430085574704266,-0.03462204270051921
17,17,0.009651292854444627,-0.043598233995585135,0.011198176027064952,-0.028093245666467356
18,18,0.009651292854444627,-0.043598233995585135,0.012285813151303285,-0.039975399753997665
19,19,-0.01096193410636876,-0.043598233995585135,-0.0016086340405913231,0.008968609865470888
20,20,-0.01096193410636876,-0.043598233995585135,-0.0020250938795601772,-0.015238095238095252
21,21,-0.021665670452281304,-0.043598233995585135,-0.011141495995962295,0.05996131528046431
22,22,-0.021665670452281304,-0.043598233995585135,-0.007440258329074778,-0.01034063260340643
23,23,-0.021665670452281304,-0.043598233995585135,-0.009091259334788406,-0.04794099569760291
24,24,-0.021665670452281304,-0.04794099569760291,-0.009983463698305647,0.020012911555842512
25,25,-0.021665670452281304,-0.04794099569760291,-0.013086580895389624,0.04873417721518984
26,26,-0.012789363920750842,-0.04794099569760291,-0.003853339774312127,0.04465902232951107
27,27,-0.0006860113689677707,-0.04794099569760291,0.004074766728690902,0.010398613518197559
28,28,0.009683611691834224,-0.04794099569760291,0.007923952647157392,-0.014865637507146829
29,29,0.009683611691834224,-0.04794099569760291,0.010434928871842478,-0.02495647127103887
30,30,2.899045739556457e-05,-0.04794099569760291,0.007042420758191501,-0.012500000000000051
31,31,2.899045739556457e-05,-0.04794099569760291,0.0073162302820010214,0.050632911392405056
32,32,2.899045739556457e-05,-0.04794099569760291,0.006383389893195095,0.04589787722317847
33,33,0.015205762537020035,-0.04794099569760291,0.012007240875853583,-0.025233132199670917
