,周数,中位数,众数,移动平均值,实际收益值
0,0,0.022687353251899266,-0.07497360084477306,0.02495334163651759,-0.055396370582617004
1,1,0.02207986740240488,-0.07497360084477306,0.019051822792972403,-0.1951466127401416
2,2,0.014535449610894039,-0.1951466127401416,-0.0007032230964263725,-0.08919597989949749
3,3,-0.014953286907469554,-0.1951466127401416,-0.014059271925704664,0.02620689655172419
4,4,0.006760953561274306,-0.1951466127401416,-0.009716423831955897,0.01612903225806441
5,5,0.001722021414444416,-0.1951466127401416,-0.01873436172764478,0.025132275132275186
6,6,0.0206306536951698,-0.1951466127401416,-0.008723774129939955,0.0658064516129032
7,7,0.0206306536951698,-0.1951466127401416,-0.010133996548558323,-0.047215496368038706
8,8,0.0206306536951698,-0.1951466127401416,-0.013587047242444639,0.0012706480304955257
9,9,0.008699840144279969,-0.1951466127401416,-0.01763557130449144,-0.022842639593908594
10,10,-0.010785995781706534,-0.1951466127401416,-0.02752517955987408,0.05454545454545442
11,11,0.008699840144279969,-0.1951466127401416,-0.016530997047066943,0.016009852216748867
12,12,0.01606944223740664,-0.08919597989949749,0.004584649448622101,0.0036363636363635587
13,13,0.01606944223740664,-0.047215496368038706,0.013867883802208204,0.03381642512077309
14,14,0.01606944223740664,-0.047215496368038706,0.014628836659113095,0.0035046728971961866
15,15,0.009823107926556213,-0.047215496368038706,0.013366400723026273,-0.02444703143189745
16,16,0.0035705182667798725,-0.047215496368038706,0.008408470066609011,0.035799522673030895
17,17,0.0035705182667798725,-0.047215496368038706,0.005407777172621779,-0.012672811059907769
18,18,0.0035705182667798725,-0.02444703143189745,0.008862045703434874,0.04317386231038497
19,19,0.009823107926556213,-0.02444703143189745,0.01305236713142382,0.03691275167785236
20,20,0.02491313866876098,-0.02444703143189745,0.019027906258599913,0.010787486515641818
21,21,0.013398669366195343,-0.02444703143189745,0.014652109455618654,-0.0053361792956242195
22,22,0.007211925076002689,-0.02444703143189745,0.012517506304381342,-0.018240343347639475
23,23,0.007146079706419003,-0.02444703143189745,0.01032983560598104,-0.02513661202185797
24,24,-0.0009157531992140164,-0.02513661202185797,0.004434531891717933,0.0011210762331838326
25,25,-0.0021075515312201933,-0.02513661202185797,0.0041961722253167,0.023516237402015774
26,26,0.005954281374412825,-0.02513661202185797,0.008992499108708021,0.0
27,27,0.0005605381165919163,-0.02513661202185797,0.005412546841404932,0.012035010940918973
28,28,0.005954281374412825,-0.02513661202185797,0.007883329041487605,-0.007567567567567599
