,周数,中位数,众数,移动平均值,实际收益值
0,0,0.0058240046635759084,-0.09893048128342256,0.013236120795916188,-0.044534412955465674
1,1,0.0058240046635759084,-0.09893048128342256,0.012375493871627102,-0.18408662900188327
2,2,0.0058240046635759084,-0.18408662900188327,-0.0034969371445032426,-0.1073283323716098
3,3,-0.027712751032188253,-0.18408662900188327,-0.021505394385912775,0.09308338720103422
4,4,-0.010997657259701511,-0.18408662900188327,-0.011107946754918267,-0.030751034890597256
5,5,-0.03764272392303147,-0.18408662900188327,-0.0210899571508849,0.037217815741305636
6,6,-0.004105968227267302,-0.18408662900188327,-0.00856667744941351,0.0117647058823529
7,7,-0.009493164504122178,-0.18408662900188327,-0.02258527872976139,-0.07151162790697667
8,8,-0.009493164504122178,-0.18408662900188327,-0.019843393392116798,0.1559173450219161
9,9,-0.009493164504122178,-0.18408662900188327,-0.011768968484386114,-0.1029252437703143
10,10,-0.03764272392303147,-0.18408662900188327,-0.024315402705023813,0.08997584541062814
11,11,-0.009493164504122178,-0.18408662900188327,-0.010864376868414433,-0.019944598337950106
12,12,-0.0040899462277986035,-0.1073283323716098,0.005549826197978886,-0.020915771622385584
13,13,-0.0040899462277986035,-0.1029252437703143,0.01419108227290131,-0.009237875288683611
14,14,-0.014591236813316859,-0.1029252437703143,0.003958956023929525,0.07051282051282057
15,15,0.001263415296834644,-0.1029252437703143,0.014085341564271306,0.14316820903647245
16,16,0.001263415296834644,-0.1029252437703143,0.02468038089378799,-0.07666666666666663
17,17,-0.014591236813316859,-0.1029252437703143,0.015837243638886035,0.00825167612171223
18,18,-0.0004930995834856906,-0.1029252437703143,0.023813574041754923,-0.04654731457800512
19,19,-0.014591236813316859,-0.1029252437703143,0.0035671080817628043,0.03969957081545056
20,20,-0.0004930995834856906,-0.07666666666666663,0.01782958954033929,-0.6816305469556243
21,21,-0.014591236813316859,-0.6816305469556243,-0.059331049696285956,0.009724473257698622
22,22,-0.0004930995834856906,-0.6816305469556243,-0.05636414253672108,-0.012841091492776896
23,23,-0.0004930995834856906,-0.6816305469556243,-0.05555667452376021,-0.03739837398373991
24,24,-0.002294707685532333,-0.6816305469556243,-0.05837272439326584,0.028716216216216204
