,周数,中位数,众数,移动平均值,实际收益值
0,0,0.02331894934333957,-0.07560886950199934,0.023018793232554752,-0.061698228466707486
1,1,0.02331894934333957,-0.07560886950199934,0.018058343023828072,-0.10644531249999999
2,2,0.02331894934333957,-0.10644531249999999,0.011774944138020884,-0.06921675774134786
3,3,0.01714156142910961,-0.10644531249999999,0.002253268363886106,-0.03796477495107641
4,4,-0.008663438132198605,-0.10644531249999999,-0.002907731548375537,-0.08299430431244911
5,5,-0.049831501708891945,-0.10644531249999999,-0.01701485428731276,0.026175687666370892
6,6,-0.008663438132198605,-0.10644531249999999,-0.006836398570475742,0.028966709900562115
7,7,-0.008663438132198605,-0.10644531249999999,-0.008737210867875286,-0.050840336134453816
8,8,-0.044402555542765114,-0.10644531249999999,-0.01588503434998859,0.13590084108012396
9,9,-0.044402555542765114,-0.10644531249999999,-0.015236126712564423,-0.0814497272018706
10,10,-0.05626928230058065,-0.10644531249999999,-0.02995662026608483,0.05685193042002545
11,11,-0.044402555542765114,-0.10644531249999999,-0.01810160437741154,-0.006021678040947354
12,12,-0.021993226496011882,-0.08299430431244911,-0.008059240931506275,-0.016962843295638193
13,13,-0.011492260668292772,-0.08299430431244911,-0.0028338494869353087,0.00041084634346760736
14,14,-0.0028054158487398734,-0.08299430431244911,0.0010037126425190938,0.022176591375769984
15,15,0.011293718859618796,-0.0814497272018706,0.011520802211341004,-0.05423865006026522
16,16,-0.0028054158487398734,-0.0814497272018706,0.003479368438677391,0.06966864910790146
17,17,-0.0028054158487398734,-0.0814497272018706,0.007549562359411327,0.017474185861795128
18,18,0.008942516102631368,-0.0814497272018706,0.014381014559036223,-0.04254488680718188
19,19,-0.0028054158487398734,-0.0814497272018706,-0.003463558229694362,-0.02568283734203027
20,20,-0.0028054158487398734,-0.05423865006026522,0.0021131307562896715,0.03138075313807531
21,21,-0.0028054158487398734,-0.05423865006026522,-0.0004339869719053424,-0.0024340770791074534
22,22,-0.001011615367819923,-0.05423865006026522,-7.522687572135219e-05,0.02358682391215949
23,23,0.008942516102631368,-0.05423865006026522,0.003979739845058415,-0.02383790226460077
24,24,0.0075200543913438375,-0.05423865006026522,0.0015548649842515774,-0.019943019943020023
25,25,-0.011188548511063738,-0.05423865006026522,-0.0026570961476274223,0.019933554817275767
26,26,0.0075200543913438375,-0.04254488680718188,0.004760124340126676,0.05659609120521175
27,27,0.0075200543913438375,-0.04254488680718188,0.003452868549857706,0.04084778420038544
28,28,0.008749738869084157,-0.04254488680718188,0.005790228383716737,-0.046649389115142596
29,29,0.008749738869084157,-0.046649389115142596,0.005379778152920665,-0.005825242718446547
30,30,0.008749738869084157,-0.046649389115142596,0.007365537615279037,0.017578124999999972
31,31,0.00757202396044626,-0.046649389115142596,0.005985274801471504,0.02725527831094053
32,32,0.01875583990863787,-0.046649389115142596,0.0089542103404763,-0.013452914798206388
33,33,0.005876441140776713,-0.046649389115142596,0.005250236469439713,-0.01704545454545452
34,34,0.005876441140776713,-0.046649389115142596,0.005929481241354341,0.01811175337186907
