,周数,中位数,众数,移动平均值,实际收益值
0,0,-0.002742966239730911,-0.09120102761721258,-0.000914592196373041,-0.04365620736698503
1,1,-0.013869194896124194,-0.09120102761721258,-0.009485820409707052,-0.07988587731811692
2,2,-0.013869194896124194,-0.09120102761721258,-0.011132319736650067,-0.05193798449612402
3,3,-0.0208344241350222,-0.09120102761721258,-0.02494444923961405,-0.005723630417007382
4,4,-0.0208344241350222,-0.09120102761721258,-0.025957618326654837,-0.057565789473684154
5,5,-0.030750302113185593,-0.09120102761721258,-0.029331752132957422,-0.006108202443281001
6,6,-0.013869194896124194,-0.07988587731811692,-0.020822469615564266,0.03775241439859523
7,7,-0.011976299651333578,-0.07988587731811692,-0.01605782888241852,-0.01861252115059227
8,8,-0.012360361796936637,-0.07988587731811692,-0.016134641311539133,0.09655172413793112
9,9,-0.012360361796936637,-0.07988587731811692,-0.00924109680472277,-0.06289308176100634
10,10,-0.031134364258788648,-0.07988587731811692,-0.01920791558902708,0.07634228187919465
11,11,-0.012360361796936637,-0.07988587731811692,-0.00720806666440911,-0.013250194855806698
12,12,-0.00967919864954385,-0.06289308176100634,-0.0005444984181780883,0.025276461295418662
13,13,-0.005915916430144191,-0.06289308176100634,0.00717694616097618,-0.034668721109399156
14,14,-0.00967919864954385,-0.06289308176100634,0.004282437091737003,0.08539505187549883
15,15,0.00958412942606883,-0.06289308176100634,0.0185785212266553,0.022058823529411818
16,16,0.02366764241241524,-0.06289308176100634,0.021395223823924583,-0.03381294964028782
17,17,0.00440431433680256,-0.06289308176100634,0.014238687420036278,-0.00372300819061794
18,18,0.009167907669396938,-0.06289308176100634,0.01572763871603371,-0.07623318385650234
19,19,-0.008486601523212319,-0.07623318385650234,-0.0015508520834096346,0.10032362459546927
20,20,0.009167907669396938,-0.07623318385650234,0.01477081855223793,-0.016911764705882383
21,21,-0.008486601523212319,-0.07623318385650234,0.005445413893730226,0.1159311892296186
22,22,0.009167907669396938,-0.07623318385650234,0.018363552302272757,-0.05764075067024125
23,23,-0.010317386448250162,-0.07623318385650234,0.010071831105706766,-0.003556187766714133
24,24,-0.0036395979786660367,-0.07623318385650234,0.013183084439975266,-0.06495360456816561
25,25,-0.010317386448250162,-0.07623318385650234,-0.0018517812043911785,0.015267175572519165
26,26,-0.010317386448250162,-0.07623318385650234,-0.002530946000080442,0.07518796992481203
27,27,-0.0036395979786660367,-0.07623318385650234,0.008369145956429541,0.03006993006993005
28,28,0.0058554939029025165,-0.07623318385650234,0.01174843978248434,-0.0013577732518669093
29,29,0.006954701160326128,-0.06495360456816561,0.019235980842947885,-0.0795377294357581
30,30,-0.0024569805092905213,-0.0795377294357581,0.0012498454398251467,-0.028064992614475558
31,31,-0.0024569805092905213,-0.0795377294357581,0.0001345226489658284,0.02355623100303955
32,32,-0.0024569805092905213,-0.0795377294357581,-0.009102973173692078,0.02524127691165552
33,33,0.006954701160326128,-0.0795377294357581,-0.0008147704155024003,-0.03910209992758877
34,34,0.006954701160326128,-0.0795377294357581,-0.004369361631589863,-0.006028636021100231
35,35,0.006954701160326128,-0.0795377294357581,0.0015231352231166748,0.0
36,36,-0.0006788866259334547,-0.0795377294357581,-3.5823341352417617e-06,-0.03942380591357086
37,37,-0.00369320463648357,-0.0795377294357581,-0.01146475991797353,-0.005524861878453061
38,38,-0.005776748949776646,-0.0795377294357581,-0.015024239112811841,-0.019047619047619067
39,39,-0.01253812753435965,-0.0795377294357581,-0.016793223692387057,0.005663430420711997
40,40,-0.005776748949776646,-0.03942380591357086,-0.008273107706740048,0.013676588897827831
41,41,-0.0027624309392265305,-0.03942380591357086,-0.004098949555509709,-0.006349206349206355
42,42,-0.005776748949776646,-0.03942380591357086,-0.0070894932907343,0.02955271565495216
43,43,-0.005776748949776646,-0.03942380591357086,-0.006658349416404636,0.06283941039565545
44,44,-0.0027624309392265305,-0.03942380591357086,0.0035358016159197855,-0.033576642335766356
45,45,-0.0027624309392265305,-0.03942380591357086,0.000781000984453175,0.001510574018126856
46,46,-0.0020071439301631027,-0.03942380591357086,0.0009320583862658606,-0.03770739064856712
47,47,-0.0020071439301631027,-0.03770739064856712,0.0011036999127662338,0.01724137931034488
48,48,0.0035870022194194264,-0.03770739064856712,0.0033803240316460288,-0.034668721109399156
49,49,0.0035870022194194264,-0.03770739064856712,0.0018182138254680207,0.0
50,50,0.000755287009063428,-0.03770739064856712,0.0012518707833968218,-0.020750199521149225
51,51,-0.0031746031746031776,-0.03770739064856712,-0.0021908080585008862,0.013854930725346368
52,52,0.000755287009063428,-0.03770739064856712,-0.00017039435104561422,-0.029742765273311836
53,53,-0.010375099760574612,-0.03770739064856712,-0.006099942443872014,-0.004142502071251095
54,54,-0.01244635079620016,-0.03770739064856712,-0.01279813369056267,0.03993344425956742
55,55,-0.0020712510356255473,-0.03770739064856712,-0.00544712503102929,-0.0064000000000000055
56,56,-0.0052712510356255505,-0.03770739064856712,-0.006238182432841975,0.011272141706924362
57,57,-0.0020712510356255473,-0.034668721109399156,-0.0013402291972928284,0.015923566878980836
58,58,-0.0020712510356255473,-0.034668721109399156,-0.0014720104404292319,0.0047021943573668104
59,59,0.0023510971786834052,-0.029742765273311836,0.0024650811062473634,0.005460218408736371
60,60,0.005081206383051591,-0.029742765273311836,0.0030111029471210004,-0.018619084561675735
61,61,0.005081206383051591,-0.029742765273311836,0.0032242144430683502,0.012648221343873528
62,62,0.005081206383051591,-0.029742765273311836,0.003103543504921066,-0.028103044496487213
63,63,0.005081206383051591,-0.028103044496487213,0.003267515582603528,-0.027309236947791155
64,64,0.005081206383051591,-0.028103044496487213,0.0009508420949495226,0.02229562345169293
65,65,0.005081206383051591,-0.028103044496487213,-0.0008129399858379273,0.020193861066235864
66,66,0.008366180057830366,-0.028103044496487213,0.0018464461207856602,-0.05067300079176568
67,67,0.005081206383051591,-0.05067300079176568,-0.004348068129083345,-0.050041701417848174
68,68,-0.006958445102154463,-0.05067300079176568,-0.010944594958766245,0.005267778753292249
69,69,-0.006675652904191743,-0.05067300079176568,-0.0108880365191737,-0.04541484716157202
70,70,-0.022964160754733447,-0.05067300079176568,-0.01597554307620454,0.01372369624885639
71,71,-0.011020729097249453,-0.05067300079176568,-0.01274126499515133,-0.009927797833934967
72,72,-0.018618517390863062,-0.05067300079176568,-0.014998866912932177,-0.01914311759343672
73,73,-0.014535457713685845,-0.05067300079176568,-0.01410287422262713,0.027881040892193374
74,74,-0.002330009540321359,-0.05067300079176568,-0.008583846438628676,0.014466546112115744
75,75,-0.002330009540321359,-0.05067300079176568,-0.009366754172586396,0.0008912655971479311
76,76,-0.004518266118393518,-0.05067300079176568,-0.011297013719495189,0.008904719501335676
77,77,0.00307952217522009,-0.050041701417848174,-0.005339241690185052,0.1782877316857899
78,78,0.0070862491273139625,-0.04541484716157202,0.017493701620178756,0.030711610486891396
79,79,0.011314207875096034,-0.04541484716157202,0.02003808479353867,0.026889534883721002
80,80,0.014095121180486067,-0.01914311759343672,0.027268522998067972,0.19745222929936312
