,周数,中位数,众数,移动平均值,实际收益值
0,0,0.026842322089786628,-0.05437006723180355,0.025821555741082764,-0.01962344205780965
1,1,0.026842322089786628,-0.05437006723180355,0.022642584296369735,-0.14795780362456043
2,2,-0.003511090965898499,-0.14795780362456043,0.0024711778905080113,-0.12063492063492066
3,3,-0.02095868494794274,-0.14795780362456043,-0.017672162081729302,0.01913357400722026
4,4,-0.003511090965898499,-0.14795780362456043,-0.012094190198450844,-0.10981225646475386
5,5,-0.02095868494794274,-0.14795780362456043,-0.02718375425028229,0.08953442101074413
6,6,-0.003511090965898499,-0.14795780362456043,-0.01279330542602752,0.014974433893352818
7,7,-0.003511090965898499,-0.14795780362456043,-0.01667453282494572,-0.04785894206549112
8,8,-0.003511090965898499,-0.14795780362456043,-0.01923103424768725,-0.04119425547996976
9,9,-0.030408848768889704,-0.14795780362456043,-0.02461058580828549,0.10800157666535272
10,10,-0.030408848768889704,-0.14795780362456043,-0.025543761475083554,0.11170401992173606
11,11,-0.01310991079330847,-0.14795780362456043,-0.012411015277128984,0.0028799999999999954
12,12,0.008927216946676406,-0.12063492063492066,0.002672765085327057,-0.025207402680280763
13,13,0.008927216946676406,-0.10981225646475386,0.01221551688079105,-0.004582651391162048
14,14,-0.0008513256955810264,-0.10981225646475386,0.009843894340952817,0.011838211114764862
15,15,0.007359105557382429,-0.04785894206549112,0.022008941098904687,-0.010724731881702903
16,16,-0.0008513256955810264,-0.04785894206549112,0.011983025809659988,-0.1038107752956636
17,17,-0.007653691636432475,-0.1038107752956636,0.00010450489075834319,-0.010997067448680377
18,18,-0.007653691636432475,-0.1038107752956636,0.0037906923524394197,0.014455151964418109
19,19,-0.0008513256955810264,-0.1038107752956636,0.009355633096878205,-0.006576543660942628
20,20,-0.0055795975260523375,-0.1038107752956636,-0.0021021789357513294,-0.02500919455682235
21,21,-0.008650637771322765,-0.1038107752956636,-0.01577350038360717,0.04451150509241794
22,22,-0.008650637771322765,-0.1038107752956636,-0.011610349874365374,-0.03214156735283498
23,23,-0.008650637771322765,-0.1038107752956636,-0.012303766341620797,-0.011567164179104562
24,24,-0.01086089966519164,-0.1038107752956636,-0.01300221762041505,0.009437523593808984
25,25,-0.01086089966519164,-0.1038107752956636,-0.013242286372510636,0.0673148840688108
26,26,-0.008786805554811502,-0.1038107752956636,-0.005438324777459265,0.01927119831814999
27,27,0.0014304899664331783,-0.03214156735283498,0.006869872583922093,-0.005156411137848009
28,28,0.002140556227980488,-0.03214156735283498,0.007453938215005329,0.029716655148583255
29,29,0.002140556227980488,-0.03214156735283498,0.008980088533421844,0.004697986577181227
30,30,0.007067755085495106,-0.03214156735283498,0.010107541557234229,-0.02371409485637945
31,31,0.007067755085495106,-0.03214156735283498,0.010237051527278518,-0.004105371193978823
32,32,0.0002963076916012021,-0.03214156735283498,0.005375363898638842,0.036070079010649285
33,33,0.007067755085495106,-0.02371409485637945,0.012196528534987266,-0.009283819628647253
34,34,0.007067755085495106,-0.02371409485637945,0.012424862990032998,0.034471218206158005
35,35,0.011984592447665608,-0.02371409485637945,0.014928232451267898,-0.003558718861209946
36,36,0.0005696338579856404,-0.02371409485637945,0.007840872158265826,-0.011363636363636409
37,37,-0.0038320450275943843,-0.02371409485637945,0.004777388690087188,0.03415435139573068
38,38,0.0005696338579856404,-0.02371409485637945,0.008708464943445054,-0.013337567481740177
39,39,-0.0038320450275943843,-0.02371409485637945,0.004403042680412713,0.0035403926617315557
40,40,-0.0038320450275943843,-0.02371409485637945,0.004287283288867747,-0.0054522129570236735
